year,source_country_region,dest_country_region,s2d_d2s_ratio,yoy_change
2022,South Africa,United Arab Emirates,2.673913043,0.717877095
2019,South Africa,United Kingdom,1.515648286,
2020,South Africa,United Kingdom,2.223166844,0.466809196
2021,South Africa,United Kingdom,1.978398139,-0.110099116
2022,South Africa,United Kingdom,2.452488688,0.23963354
2019,South Africa,United States,0.529689963,
2020,South Africa,United States,0.585946997,0.106207476
2021,South Africa,United States,0.575910033,-0.017129476
2022,South Africa,United States,1.038674033,0.80353523
2019,Spain,Argentina,0.197172335,
2020,Spain,Argentina,0.307681305,0.560468942
2021,Spain,Argentina,0.206939502,-0.327422568
2022,Spain,Argentina,0.286595492,0.384924047
2019,Spain,Australia,1.145454545,
2020,Spain,Australia,0.672834315,-0.412604963
2022,Spain,Australia,1.698262243,
2022,Spain,Austria,1.172862454,
2019,Spain,Belgium,1.134476534,
2020,Spain,Belgium,1.223435226,0.078413866
2021,Spain,Belgium,1.095166163,-0.104843362
2022,Spain,Belgium,1.166666667,0.065287356
2020,Spain,Brazil,0.528761062,
2021,Spain,Brazil,0.554599247,0.048865521
2022,Spain,Brazil,0.490816725,-0.115006506
2019,Spain,Canada,0.848184818,
2020,Spain,Canada,0.859413203,0.013238134
2021,Spain,Canada,1.015471167,0.18158665
2022,Spain,Canada,1.163,0.145281163
2020,Spain,Chile,0.529771842,
2021,Spain,Chile,0.35614588,-0.327737241
2022,Spain,Chile,0.416846652,0.170437945
2020,Spain,Colombia,0.503588517,
2021,Spain,Colombia,0.362337011,-0.280489926
2022,Spain,Colombia,0.285851166,-0.211090347
2019,Spain,Denmark,1.058823529,
2020,Spain,Denmark,1.505208333,0.421585648
2021,Spain,Denmark,1.520547945,0.010191022
2022,Spain,Denmark,1.456395349,-0.042190446
2020,Spain,Ecuador,0.736,
2021,Spain,Ecuador,0.514900662,-0.300406709
2022,Spain,Ecuador,0.449541284,-0.126935898
2019,Spain,France,0.931265911,
2020,Spain,France,1.016316612,0.091328051
2021,Spain,France,0.946846208,-0.06835508
2022,Spain,France,0.906062008,-0.043073732
2019,Spain,Germany,1.137101449,
2020,Spain,Germany,1.402567394,0.233458453
2021,Spain,Germany,1.231602264,-0.121894413
2022,Spain,Germany,1.080321285,-0.122832658
2019,Spain,Ireland,0.50492126,
2020,Spain,Ireland,0.964830012,0.910852421
2021,Spain,Ireland,0.903783279,-0.063272009
2022,Spain,Ireland,1.132346897,0.252896489
2019,Spain,Italy,0.5988418,
2020,Spain,Italy,0.863885578,0.442593983
2021,Spain,Italy,0.777483762,-0.100015347
2022,Spain,Italy,0.616237421,-0.207395124
2019,Spain,Mexico,0.647692308,
2020,Spain,Mexico,0.854461892,0.319240451
2021,Spain,Mexico,0.698238748,-0.182832196
2022,Spain,Mexico,0.648241206,-0.071605223
2020,Spain,Netherlands,1.238508239,
2021,Spain,Netherlands,1.037342908,-0.162425509
2022,Spain,Netherlands,1.127221439,0.086643028
2020,Spain,Peru,0.480216802,
2021,Spain,Peru,0.321556173,-0.330393748
2022,Spain,Peru,0.692307692,1.152991453
2020,Spain,Poland,1.005889282,
2021,Spain,Poland,0.78781284,-0.216799647
2022,Spain,Poland,0.627527723,-0.203455832
2020,Spain,Portugal,1.078057775,
2021,Spain,Portugal,0.922239502,-0.144536106
2022,Spain,Portugal,0.817686015,-0.113369127
2020,Spain,Sweden,1.294697904,
2021,Spain,Sweden,1.178657074,-0.089627726
2022,Spain,Sweden,0.982425308,-0.166487582
2019,Spain,Switzerland,1.235233161,
2020,Spain,Switzerland,1.585144928,0.283275885
2021,Spain,Switzerland,1.59714795,0.007572193
2022,Spain,Switzerland,1.52949538,-0.042358361
2022,Spain,Ukraine,0.245334547,
2020,Spain,United Arab Emirates,0.761643836,
2021,Spain,United Arab Emirates,1.104885057,0.450658439
2022,Spain,United Arab Emirates,1.492517007,0.350834638
2019,Spain,United Kingdom,0.636606802,
2020,Spain,United Kingdom,0.805157833,0.264764735
2021,Spain,United Kingdom,0.685714286,-0.148347991
2022,Spain,United Kingdom,0.842506552,0.228655389
2019,Spain,United States,0.89057523,
2020,Spain,United States,0.785656858,-0.117809667
2021,Spain,United States,0.904172821,0.150849524
2022,Spain,United States,1.083009482,0.197790353
2021,Spain,Venezuela,0.176183844,
2022,Spain,Venezuela,0.258745875,0.468612948
2020,Sri Lanka,United Arab Emirates,1.046017699,
2021,Sri Lanka,United Arab Emirates,1.657458564,0.584541605
2022,Sri Lanka,United Arab Emirates,4.672766416,1.819235737
2020,Sweden,Denmark,1.020955574,
2021,Sweden,Denmark,1.14797361,0.124410933
2022,Sweden,Denmark,1.331047992,0.159476125
2020,Sweden,Finland,1.092833876,
2021,Sweden,Finland,1.099836334,0.006407614
2022,Sweden,Finland,0.890625,-0.190220424
2020,Sweden,France,0.84519774,
2021,Sweden,France,0.708646617,-0.161561156
2022,Sweden,France,0.718085106,0.013319036
2020,Sweden,Germany,0.99867286,
2021,Sweden,Germany,0.917933131,-0.080847025
2022,Sweden,Germany,0.896412037,-0.023445165
2019,Sweden,India,0.71446384,
2020,Sweden,India,0.386180585,-0.459481974
2021,Sweden,India,0.370384469,-0.040903444
2022,Sweden,India,0.260193605,-0.297504007
2020,Sweden,Netherlands,0.815265487,
2021,Sweden,Netherlands,0.847510373,0.039551394
2022,Sweden,Netherlands,0.860074627,0.014824896
2020,Sweden,Norway,0.871991247,
2021,Sweden,Norway,1.005291005,0.152868229
2022,Sweden,Norway,1.171589311,0.165423051
2020,Sweden,Spain,0.772380952,
2021,Sweden,Spain,0.848423194,0.098451731
2022,Sweden,Spain,1.017889088,0.199742174
2019,Sweden,United Kingdom,1.264116576,
2020,Sweden,United Kingdom,0.660123172,-0.477798817
2021,Sweden,United Kingdom,0.6746633,0.022026386
2022,Sweden,United Kingdom,0.891514501,0.321421368
2019,Sweden,United States,2.001626016,
2020,Sweden,United States,0.634016028,-0.683249506
2021,Sweden,United States,0.634928466,0.001439139
2022,Sweden,United States,1.079080202,0.699530357
2020,Switzerland,Austria,0.7125,
2021,Switzerland,Austria,0.643518519,-0.096816114
2022,Switzerland,Austria,0.543222004,-0.155856454
2021,Switzerland,Canada,0.788838612,
2022,Switzerland,Canada,0.852857143,0.081155422
2019,Switzerland,France,0.620775762,
2020,Switzerland,France,0.532095112,-0.142854563
2021,Switzerland,France,0.47931402,-0.099194844
2022,Switzerland,France,0.448922586,-0.063406103
2019,Switzerland,Germany,0.704231434,
2020,Switzerland,Germany,0.618774221,-0.121348193
2021,Switzerland,Germany,0.549525294,-0.111913077
2022,Switzerland,Germany,0.495339711,-0.098604348
2019,Switzerland,India,0.665422886,
2020,Switzerland,India,0.685483871,0.030147724
2021,Switzerland,India,0.571988247,-0.165570087
2022,Switzerland,India,0.497335702,-0.130514124
2019,Switzerland,Italy,0.508832565,
2020,Switzerland,Italy,0.508055854,-0.001526458
2021,Switzerland,Italy,0.544250282,0.071241041
2022,Switzerland,Italy,0.408163265,-0.250044917
2020,Switzerland,Netherlands,0.755050505,
2021,Switzerland,Netherlands,0.665338645,-0.118815707
2022,Switzerland,Netherlands,0.657062544,-0.012438931
2021,Switzerland,Portugal,0.721518987,
2022,Switzerland,Portugal,0.610019646,-0.154534174
2019,Switzerland,Spain,0.809563758,
2020,Switzerland,Spain,0.630857143,-0.220744338
2021,Switzerland,Spain,0.626116071,-0.007515285
2022,Switzerland,Spain,0.653810409,0.044231954
2022,Switzerland,United Arab Emirates,1.21471173,
2019,Switzerland,United Kingdom,0.518744906,
2020,Switzerland,United Kingdom,0.58437429,0.126515717
2021,Switzerland,United Kingdom,0.648494289,0.109724195
2022,Switzerland,United Kingdom,0.769775679,0.187019982
2019,Switzerland,United States,1.032271584,
2020,Switzerland,United States,0.693902073,-0.327791171
2021,Switzerland,United States,0.771679117,0.112086484
2022,Switzerland,United States,1.009318996,0.307951679
2020,Thailand,Australia,1.135135135,
2020,Thailand,India,0.777947933,
2021,Thailand,India,1.104672897,0.419983075
2022,Thailand,India,0.674727932,-0.389205679
2020,Thailand,Singapore,1.063943162,
2021,Thailand,Singapore,0.770131772,-0.276153276
2022,Thailand,Singapore,1.138554217,0.478388841
2019,Thailand,United Kingdom,0.678205128,
2020,Thailand,United Kingdom,0.751449275,0.107997041
2021,Thailand,United Kingdom,0.94765343,0.261100996
2022,Thailand,United Kingdom,1.20822838,0.274968614
2019,Thailand,United States,1.221170396,
2020,Thailand,United States,0.957827476,-0.215647972
2021,Thailand,United States,1.229325921,0.283452346
2022,Thailand,United States,1.715043075,0.395108527
2020,Tunisia,France,4.380483438,
2021,Tunisia,France,3.854219949,-0.120138221
2022,Tunisia,France,4.547945205,0.179991092
2022,Turkey,Canada,2.97829233,
2020,Turkey,Cyprus,1.691262136,
2021,Turkey,Cyprus,1.382826476,-0.182370109
2022,Turkey,Cyprus,1.868421053,0.351160891
2022,Turkey,France,1.727672035,
2019,Turkey,Germany,4.537062937,
2020,Turkey,Germany,2.782962963,-0.386615746
2021,Turkey,Germany,3.464532329,0.244907811
2022,Turkey,Germany,3.305278701,-0.045966847
2020,Turkey,Italy,1.209591474,
2022,Turkey,Italy,2.28343949,
2020,Turkey,Netherlands,2.885304659,
2021,Turkey,Netherlands,3.864985163,0.339541442
2022,Turkey,Netherlands,3.7616,-0.026749175
2022,Turkey,Poland,2.098382749,
2020,Turkey,United Arab Emirates,0.943937419,
2021,Turkey,United Arab Emirates,1.32912844,0.408068389
2022,Turkey,United Arab Emirates,2.017994859,0.518284311
2019,Turkey,United Kingdom,3.042721519,
2020,Turkey,United Kingdom,2.312149533,-0.240104782
2021,Turkey,United Kingdom,2.785895807,0.204894306
2022,Turkey,United Kingdom,2.458333333,-0.117578867
2019,Turkey,United States,2.15504886,
2020,Turkey,United States,1.260520275,-0.41508506
2021,Turkey,United States,1.792058944,0.421681966
2022,Turkey,United States,1.956687152,0.091865398
2022,Ukraine,Canada,8.968858131,
2022,Ukraine,Germany,4.859451862,
2020,Ukraine,Poland,1.914572864,
2021,Ukraine,Poland,1.856998993,-0.030071392
2022,Ukraine,Poland,3.740588893,1.01431929
2022,Ukraine,Spain,4.07606679,
2022,Ukraine,United Kingdom,6.13425345,
2020,Ukraine,United States,1.940789474,
2021,Ukraine,United States,2.10128388,0.082695423
2022,Ukraine,United States,3.932268371,0.871364649
2020,United Arab Emirates,Australia,2.476863753,
2021,United Arab Emirates,Australia,1.675550406,-0.323519348
2022,United Arab Emirates,Australia,1.988774556,0.186938065
2020,United Arab Emirates,Bahrain,0.901213172,
2021,United Arab Emirates,Bahrain,0.939477304,0.04245847
2022,United Arab Emirates,Bahrain,0.861818182,-0.082662052
2020,United Arab Emirates,Canada,3.446866485,
2021,United Arab Emirates,Canada,2.798857868,-0.187999338
2022,United Arab Emirates,Canada,2.729428173,-0.024806438
2019,United Arab Emirates,Egypt,0.596551724,
2020,United Arab Emirates,Egypt,0.807367433,0.353390495
2021,United Arab Emirates,Egypt,0.617729348,-0.234884487
2022,United Arab Emirates,Egypt,0.441238721,-0.285708664
2020,United Arab Emirates,France,1.184253247,
2021,United Arab Emirates,France,0.791602663,-0.331559643
2022,United Arab Emirates,France,0.664524422,-0.160532862
2020,United Arab Emirates,Germany,2.054313099,
2021,United Arab Emirates,Germany,1.60020555,-0.221050798
2022,United Arab Emirates,Germany,1.116504854,-0.302274102
2019,United Arab Emirates,India,1.502038967,
2020,United Arab Emirates,India,0.688987049,-0.541298818
2021,United Arab Emirates,India,0.557133407,-0.19137318
2022,United Arab Emirates,India,0.462848829,-0.169231601
2021,United Arab Emirates,Ireland,1.181318681,
2022,United Arab Emirates,Ireland,1.278135048,0.08195618
2020,United Arab Emirates,Italy,1.193321617,
2021,United Arab Emirates,Italy,0.851800554,-0.286193645
2022,United Arab Emirates,Italy,0.673056443,-0.20984268
2020,United Arab Emirates,Jordan,0.729054054,
2021,United Arab Emirates,Jordan,0.567911041,-0.221030269
2022,United Arab Emirates,Jordan,0.512770898,-0.097092923
2020,United Arab Emirates,Lebanon,0.249907851,
2021,United Arab Emirates,Lebanon,0.192846873,-0.228328074
2022,United Arab Emirates,Lebanon,0.27587729,0.430551016
2022,United Arab Emirates,Morocco,0.46274149,
2021,United Arab Emirates,Netherlands,1.381034483,
2022,United Arab Emirates,Netherlands,1.081081081,-0.217194723
2022,United Arab Emirates,Nigeria,0.585899514,
2019,United Arab Emirates,Pakistan,0.622140221,
2020,United Arab Emirates,Pakistan,0.751630621,0.208137001
2021,United Arab Emirates,Pakistan,0.759549155,0.010535139
2022,United Arab Emirates,Pakistan,0.399711796,-0.473751247
2019,United Arab Emirates,Philippines,1.259521701,
2020,United Arab Emirates,Philippines,1.286201022,0.021182105
2021,United Arab Emirates,Philippines,1.440636042,0.120070671
2022,United Arab Emirates,Philippines,0.751141056,-0.478604565
2020,United Arab Emirates,Qatar,0.948347107,
2021,United Arab Emirates,Qatar,0.991827957,0.045849088
2022,United Arab Emirates,Qatar,1.401648999,0.413197711
2019,United Arab Emirates,Saudi Arabia,1.13844086,
2020,United Arab Emirates,Saudi Arabia,0.957535677,-0.158906088
2021,United Arab Emirates,Saudi Arabia,1.007015786,0.051674428
2022,United Arab Emirates,Saudi Arabia,1.223509224,0.214985148
2020,United Arab Emirates,Singapore,0.949712644,
2021,United Arab Emirates,Singapore,0.579807692,-0.389491447
2022,United Arab Emirates,Singapore,0.700607903,0.208345305
2020,United Arab Emirates,South Africa,0.71809101,
2021,United Arab Emirates,South Africa,0.642458101,-0.105324964
2022,United Arab Emirates,South Africa,0.37398374,-0.417886179
2020,United Arab Emirates,Spain,1.31294964,
2021,United Arab Emirates,Spain,0.905071521,-0.310657855
2022,United Arab Emirates,Spain,0.670009116,-0.25971694
2020,United Arab Emirates,Sri Lanka,0.956006768,
2021,United Arab Emirates,Sri Lanka,0.603333333,-0.368902655
2022,United Arab Emirates,Sri Lanka,0.214005989,-0.64529394
2022,United Arab Emirates,Switzerland,0.823240589,
2020,United Arab Emirates,Turkey,1.059392265,
2021,United Arab Emirates,Turkey,0.752372735,-0.289807223
2022,United Arab Emirates,Turkey,0.495541401,-0.34136183
2019,United Arab Emirates,United Kingdom,1.506643047,
2020,United Arab Emirates,United Kingdom,1.351167114,-0.103193608
2021,United Arab Emirates,United Kingdom,1.198643411,-0.11288293
2022,United Arab Emirates,United Kingdom,1.177913314,-0.017294632
2019,United Arab Emirates,United States,3.559770115,
2020,United Arab Emirates,United States,1.160119209,-0.674102773
2021,United Arab Emirates,United States,1.347127556,0.161197527
2022,United Arab Emirates,United States,1.286178862,-0.045243447
2019,United Kingdom,Australia,1.808704997,
2020,United Kingdom,Australia,1.195848375,-0.338837247
2021,United Kingdom,Australia,1.413971094,0.182399979
2022,United Kingdom,Australia,1.288018733,-0.089077041
2020,United Kingdom,Austria,1.68694362,
2021,United Kingdom,Austria,1.537437604,-0.088625378
2022,United Kingdom,Austria,1.234708393,-0.196905039
2019,United Kingdom,Belgium,1.431263858,
2020,United Kingdom,Belgium,1.210376283,-0.154330436
2021,United Kingdom,Belgium,1.223611111,0.010934474
2022,United Kingdom,Belgium,1.062588905,-0.131595901
2020,United Kingdom,Brazil,0.500625391,
2021,United Kingdom,Brazil,0.582524272,0.163593143
2022,United Kingdom,Brazil,0.572256196,-0.017626864
2019,United Kingdom,Canada,1.461887477,
2020,United Kingdom,Canada,1.221382063,-0.16451705
2021,United Kingdom,Canada,1.039145907,-0.149204873
2022,United Kingdom,Canada,1.100415387,0.058961383
2019,United Kingdom,China,0.516067146,
2020,United Kingdom,China,1.233484163,1.390162156
2021,United Kingdom,China,0.741866029,-0.398560556
2022,United Kingdom,China,0.534050921,-0.280124847
2020,United Kingdom,Cyprus,1.995756719,
2021,United Kingdom,Cyprus,1.637608966,-0.179454614
2022,United Kingdom,Cyprus,1.260259179,-0.230427284
2019,United Kingdom,Denmark,1.547033285,
2020,United Kingdom,Denmark,1.51529052,-0.020518476
2021,United Kingdom,Denmark,1.647619048,0.087328816
2022,United Kingdom,Denmark,1.310621242,-0.20453624
2020,United Kingdom,Egypt,0.753387534,
2021,United Kingdom,Egypt,0.612426036,-0.187103572
2022,United Kingdom,Egypt,0.5184,-0.153530435
2020,United Kingdom,Finland,1.711571675,
2022,United Kingdom,Finland,1.218074656,
2019,United Kingdom,France,1.533118675,
2020,United Kingdom,France,1.264610897,-0.175138287
2021,United Kingdom,France,1.371387659,0.084434479
2022,United Kingdom,France,1.028080158,-0.250335854
2019,United Kingdom,Germany,1.882797111,
2020,United Kingdom,Germany,1.580408163,-0.160606231
2021,United Kingdom,Germany,1.43057554,-0.094806283
2022,United Kingdom,Germany,1.053138642,-0.263835699
2020,United Kingdom,Greece,0.989711934,
2021,United Kingdom,Greece,1.136011617,0.147820469
2022,United Kingdom,Greece,1.018998273,-0.103003651
2019,United Kingdom,India,0.654862801,
2020,United Kingdom,India,0.560038076,-0.144800903
2021,United Kingdom,India,0.323716758,-0.421973663
2022,United Kingdom,India,0.199104813,-0.384941286
2020,United Kingdom,Indonesia,1.135099338,
2021,United Kingdom,Indonesia,0.75,-0.339264877
2022,United Kingdom,Indonesia,0.599233716,-0.201021711
2019,United Kingdom,Ireland,0.945925362,
2020,United Kingdom,Ireland,1.240585774,0.311504929
2021,United Kingdom,Ireland,0.845284872,-0.318640525
2022,United Kingdom,Ireland,0.774479397,-0.083765222
2020,United Kingdom,Israel,1.187613843,
2021,United Kingdom,Israel,1.132550336,-0.046364825
2022,United Kingdom,Israel,1.048136646,-0.074534161
2019,United Kingdom,Italy,0.979117785,
2020,United Kingdom,Italy,1.060495911,0.083113724
2021,United Kingdom,Italy,1.274959379,0.202229416
2022,United Kingdom,Italy,1.028885038,-0.193005633
2020,United Kingdom,Japan,1.286235187,
2021,United Kingdom,Japan,0.916401274,-0.287532107
2022,United Kingdom,Japan,1.019970414,0.113017237
2020,United Kingdom,Kenya,0.913851351,
2021,United Kingdom,Kenya,0.647268409,-0.291713682
2022,United Kingdom,Kenya,0.531309298,-0.179151507
2019,United Kingdom,Malaysia,1.064516129,
2020,United Kingdom,Malaysia,1.759640103,0.652995248
2021,United Kingdom,Malaysia,0.96421371,-0.45203925
2022,United Kingdom,Malaysia,0.557625146,-0.421678887
2020,United Kingdom,Mexico,0.874141876,
2021,United Kingdom,Mexico,0.769495413,-0.119713363
2022,United Kingdom,Mexico,0.649756098,-0.155607575
2020,United Kingdom,Netherlands,1.543855176,
2021,United Kingdom,Netherlands,1.359408034,-0.11947179
2022,United Kingdom,Netherlands,1.172956761,-0.137156224
2019,United Kingdom,New Zealand,1.298497268,
2020,United Kingdom,New Zealand,1.808268969,0.392585886
2021,United Kingdom,New Zealand,2.231501832,0.234054154
2022,United Kingdom,New Zealand,0.780047133,-0.650438498
2019,United Kingdom,Nigeria,0.668849392,
2020,United Kingdom,Nigeria,0.688423989,0.029266076
2021,United Kingdom,Nigeria,0.300157978,-0.563992565
2022,United Kingdom,Nigeria,0.227348469,-0.242570627
2020,United Kingdom,Norway,1.795375723,
2021,United Kingdom,Norway,1.701822917,-0.052107648
2022,United Kingdom,Norway,1.205508475,-0.291636948
2020,United Kingdom,Pakistan,0.442368839,
2021,United Kingdom,Pakistan,0.294552365,-0.334147574
2022,United Kingdom,Pakistan,0.233756627,-0.206400441
2022,United Kingdom,Philippines,0.330439501,
2019,United Kingdom,Poland,1.49533437,
2020,United Kingdom,Poland,1.364216054,-0.087684948
2021,United Kingdom,Poland,1.529155788,0.120904407
2022,United Kingdom,Poland,1.000661157,-0.345612027
2020,United Kingdom,Portugal,0.986476868,
2021,United Kingdom,Portugal,1.160369437,0.176276378
2022,United Kingdom,Portugal,1.113995943,-0.039964422
2020,United Kingdom,Qatar,0.658767773,
2021,United Kingdom,Qatar,0.725680934,0.101573216
2022,United Kingdom,Qatar,0.734361611,0.011962113
2020,United Kingdom,Romania,0.680818802,
2021,United Kingdom,Romania,0.917501192,0.347643733
2022,United Kingdom,Romania,0.863157895,-0.059229675
2020,United Kingdom,Saudi Arabia,1.237174721,
2021,United Kingdom,Saudi Arabia,1.007773459,-0.185423496
2022,United Kingdom,Saudi Arabia,0.964381122,-0.04305763
2019,United Kingdom,Singapore,0.959016393,
2020,United Kingdom,Singapore,0.928705441,-0.031606292
2021,United Kingdom,Singapore,0.632578077,-0.318860373
2022,United Kingdom,Singapore,0.72986191,0.153789448
2019,United Kingdom,South Africa,0.659783677,
2020,United Kingdom,South Africa,0.449808795,-0.31824807
2021,United Kingdom,South Africa,0.505459432,0.123720651
2022,United Kingdom,South Africa,0.407749077,-0.193309984
2019,United Kingdom,Spain,1.570828331,
2020,United Kingdom,Spain,1.241992512,-0.209339119
2021,United Kingdom,Spain,1.458333333,0.174188507
2022,United Kingdom,Spain,1.186934389,-0.186102133
2019,United Kingdom,Sweden,0.791066282,
2020,United Kingdom,Sweden,1.514868805,0.914970766
2021,United Kingdom,Sweden,1.482220836,-0.021551681
2022,United Kingdom,Sweden,1.121686747,-0.243239118
2019,United Kingdom,Switzerland,1.927729772,
2020,United Kingdom,Switzerland,1.711232025,-0.112307104
2021,United Kingdom,Switzerland,1.542033627,-0.098875194
2022,United Kingdom,Switzerland,1.299079755,-0.157554199
2019,United Kingdom,Thailand,1.474480151,
2020,United Kingdom,Thailand,1.330761813,-0.097470514
2021,United Kingdom,Thailand,1.055238095,-0.207042098
2022,United Kingdom,Thailand,0.827658096,-0.215666967
2019,United Kingdom,Turkey,0.328653146,
2020,United Kingdom,Turkey,0.432497979,0.315970908
2021,United Kingdom,Turkey,0.358950969,-0.170051684
2022,United Kingdom,Turkey,0.406779661,0.133245752
2022,United Kingdom,Ukraine,0.163019022,
2019,United Kingdom,United Arab Emirates,0.663727219,
2020,United Kingdom,United Arab Emirates,0.740100902,0.115067878
2021,United Kingdom,United Arab Emirates,0.834276475,0.127246938
2022,United Kingdom,United Arab Emirates,0.848958907,0.017599
2019,United Kingdom,United States,1.472616814,
2020,United Kingdom,United States,0.882743363,-0.400561399
2021,United Kingdom,United States,0.892067803,0.010563025
2022,United Kingdom,United States,1.045915481,0.172461866
2019,United States,Argentina,0.56277884,
2020,United States,Argentina,0.682834047,0.213325729
2021,United States,Argentina,0.460498648,-0.325606785
2022,United States,Argentina,0.609010271,0.322501756
2019,United States,Australia,0.997113164,
2020,United States,Australia,1.171634121,0.175026229
2021,United States,Australia,0.903789637,-0.228607617
2022,United States,Australia,0.964772898,0.067475061
2019,United States,Austria,1.085899514,
2020,United States,Austria,1.756272401,0.617343391
2021,United States,Austria,1.271056662,-0.276275901
2022,United States,Austria,1.021634615,-0.196232044
2020,United States,Bangladesh,0.718936268,
2021,United States,Bangladesh,0.403733333,-0.438429592
2022,United States,Bangladesh,0.209042355,-0.482226664
2019,United States,Belgium,0.934618609,
2020,United States,Belgium,1.253218884,0.340888008
2021,United States,Belgium,1.007188498,-0.196318767
2022,United States,Belgium,0.838686652,-0.167299216
2019,United States,Brazil,0.304094851,
2020,United States,Brazil,1.095470837,2.602398505
2021,United States,Brazil,1.038206945,-0.052273316
2022,United States,Brazil,0.622097798,-0.400795958
2019,United States,Canada,0.702705869,
2020,United States,Canada,1.130633675,0.608971442
2021,United States,Canada,0.962980918,-0.148282119
2022,United States,Canada,0.747648417,-0.223610351
2019,United States,Chile,0.557768924,
2020,United States,Chile,0.927402135,0.662699542
2021,United States,Chile,0.507860886,-0.452383312
2022,United States,Chile,0.539574126,0.062444738
2019,United States,China,0.275060082,
2020,United States,China,1.227831348,3.463865997
2021,United States,China,0.958614052,-0.219262439
2022,United States,China,1.083279812,0.130047916
2019,United States,Colombia,0.297481481,
2020,United States,Colombia,0.793932039,1.66884525
2021,United States,Colombia,0.51443151,-0.352045912
2022,United States,Colombia,0.46087963,-0.104099145
2020,United States,Costa Rica,0.857421875,
2021,United States,Costa Rica,0.764801298,-0.108022177
2022,United States,Costa Rica,0.687662338,-0.10086144
2019,United States,Denmark,1.072449952,
2020,United States,Denmark,1.571895425,0.465705156
2021,United States,Denmark,1.78125,0.133186071
2022,United States,Denmark,1.009724473,-0.433137138
2020,United States,Ecuador,0.850334448,
2021,United States,Ecuador,0.567307692,-0.332841691
2022,United States,Ecuador,0.501988072,-0.11513967
2020,United States,Egypt,0.846852693,
2021,United States,Egypt,0.757995736,-0.104926108
2022,United States,Egypt,0.6030837,-0.204370589
2019,United States,Finland,0.902017291,
2020,United States,Finland,1.293823038,0.434366116
2021,United States,Finland,1.272908367,-0.016165017
2022,United States,Finland,0.918032787,-0.278791144
2019,United States,France,0.985433461,
2020,United States,France,1.289309955,0.308368354
2021,United States,France,1.201603849,-0.068025617
2022,United States,France,0.793080869,-0.339981418
2019,United States,Germany,1.109992896,
2020,United States,Germany,1.411502291,0.271631824
2021,United States,Germany,1.134311121,-0.196380248
2022,United States,Germany,0.910273665,-0.197509706
2020,United States,Ghana,0.644230769,
2021,United States,Ghana,0.463152232,-0.281077132
2022,United States,Ghana,0.430135786,-0.07128638
2020,United States,Greece,1.10516934,
2021,United States,Greece,0.922094508,-0.165653195
2022,United States,Greece,0.765607886,-0.169707791
2019,United States,India,0.725535228,
2020,United States,India,0.972827834,0.340841624
2021,United States,India,0.573708311,-0.410267377
2022,United States,India,0.371162074,-0.353047416
2019,United States,Indonesia,2.093049327,
2020,United States,Indonesia,2.378356387,0.136311675
2021,United States,Indonesia,1.540317834,-0.352360377
2022,United States,Indonesia,0.904800651,-0.412588343
2019,United States,Ireland,0.41453246,
2020,United States,Ireland,1.356269113,2.271804369
2021,United States,Ireland,1.061064973,-0.217658971
2022,United States,Ireland,1.21601154,0.146029292
2019,United States,Israel,0.470916705,
2020,United States,Israel,1.240954274,1.635188474
2021,United States,Israel,1.11878655,-0.098446596
2022,United States,Israel,0.886904762,-0.207261866
2019,United States,Italy,0.937156096,
2020,United States,Italy,1.238292011,0.321329516
2021,United States,Italy,1.037922506,-0.161811191
2022,United States,Italy,0.831362153,-0.199013271
2022,United States,Jamaica,0.398856326,
2019,United States,Japan,0.370727432,
2020,United States,Japan,1.244771958,2.35764729
2021,United States,Japan,1.075604647,-0.135902251
2022,United States,Japan,1.010985239,-0.060077286
2022,United States,Jordan,0.434562545,
2020,United States,Kenya,1.289533995,
2021,United States,Kenya,0.935820077,-0.274295924
2022,United States,Kenya,0.71340929,-0.237664047
2022,United States,Lebanon,0.375502008,
2019,United States,Malaysia,0.923243243,
2020,United States,Malaysia,1.769762846,0.916897696
2021,United States,Malaysia,1.110249785,-0.37265618
2022,United States,Malaysia,0.76230661,-0.313391796
2019,United States,Mexico,0.564781906,
2020,United States,Mexico,0.734253398,0.300065371
2021,United States,Mexico,0.547264895,-0.254664812
2022,United States,Mexico,0.474318059,-0.133293469
2021,United States,Morocco,0.550595238,
2022,United States,Morocco,0.469565217,-0.147168038
2020,United States,Netherlands,1.536733917,
2021,United States,Netherlands,1.293511843,-0.15827208
2022,United States,Netherlands,1.043717277,-0.193113474
2019,United States,New Zealand,1.06952381,
2020,United States,New Zealand,1.501261564,0.403672879
2021,United States,New Zealand,1.051890941,-0.299328667
2022,United States,New Zealand,0.895931142,-0.14826613
2019,United States,Nigeria,0.285015291,
2020,United States,Nigeria,0.510574584,0.791393657
2021,United States,Nigeria,0.354853072,-0.304992682
2022,United States,Nigeria,0.498491408,0.404782561
2019,United States,Norway,1.308695652,
2020,United States,Norway,1.65470852,0.264395215
2021,United States,Norway,1.540447504,-0.06905205
2022,United States,Norway,1.007650273,-0.345871722
2020,United States,Pakistan,0.523931405,
2021,United States,Pakistan,0.4527047,-0.135946623
2022,United States,Pakistan,0.442381373,-0.022803666
2020,United States,Panama,0.691384951,
2021,United States,Panama,0.496316759,-0.282141218
2022,United States,Panama,0.541876047,0.091794781
2020,United States,Peru,0.755893536,
2021,United States,Peru,0.443989071,-0.412630152
